Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,NASDAQ Symbol,NextShares
Y,HEES,"H&E Equipment Services, Inc. - Common Stock",Q,Q,N,100,N,N,HEES,N
Y,HELE,Helen of Troy Limited - Common Stock,Q,Q,N,100,N,N,HELE,N
Y,HEPA,"Hepion Pharmaceuticals, Inc. - Common Stock",Q,S,N,100,N,N,HEPA,N
Y,HERD,Pacer Cash Cows Fund of Funds ETF,Q,G,Y,100,N,N,HERD,N
Y,HERO,Global X Video Games & Esports ETF,Q,G,Y,100,N,N,HERO,N
Y,HEWG,iShares Currency Hedged MSCI Germany ETF,Q,G,Y,100,N,N,HEWG,N
Y,HFBL,"Home Federal Bancorp, Inc. of Louisiana - Common Stock",Q,S,N,100,N,N,HFBL,N
Y,HFFG,HF Foods Group Inc. - Common Stock,Q,S,N,100,N,N,HFFG,N
Y,HFWA,Heritage Financial Corporation - Common Stock,Q,Q,N,100,N,N,HFWA,N
Y,HGSH,"China HGS Real Estate, Inc. - Common Stock",Q,S,N,100,N,D,HGSH,N
Y,HHHH,Wealthbridge Acquisition Limited - Ordinary Shares,Q,S,N,100,N,N,HHHH,N
Y,HHHHU,Wealthbridge Acquisition Limited - Unit,Q,S,N,100,N,N,HHHHU,N
Y,HHR,HeadHunter Group PLC - American Depositary Shares,Q,Q,N,100,N,N,HHR,N
Y,HHT,"Huitao Technology Co., Ltd. - Ordinary Shares",Q,S,N,100,N,D,HHT,N
Y,HIBB,"Hibbett Sports, Inc. - Common Stock",Q,Q,N,100,N,N,HIBB,N
Y,HIFS,Hingham Institution for Savings - Common Stock,Q,G,N,100,N,N,HIFS,N
Y,HIHO,Highway Holdings Limited - Common Stock,Q,S,N,100,N,N,HIHO,N
Y,HIMX,"Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.",Q,Q,N,100,N,N,HIMX,N
Y,HJLI,"Hancock Jaffe Laboratories, Inc. - Common Stock",Q,S,N,100,N,D,HJLI,N
Y,HJLIW,"Hancock Jaffe Laboratories, Inc. - Warrants",Q,S,N,100,N,D,HJLIW,N
Y,HLAL,Wahed FTSE USA Shariah ETF,Q,G,Y,100,N,N,HLAL,N
Y,HLG,Hailiang Education Group Inc. - American Depositary Shares,Q,G,N,100,N,N,HLG,N
Y,HLIO,"Helios Technologies, Inc. - Common Stock",Q,Q,N,100,N,N,HLIO,N
Y,HLIT,Harmonic Inc. - Common Stock,Q,Q,N,100,N,N,HLIT,N
Y,HLNE,Hamilton Lane Incorporated - Class A Common Stock,Q,Q,N,100,N,N,HLNE,N
Y,HMHC,Houghton Mifflin Harcourt Company - Common Stock,Q,Q,N,100,N,N,HMHC,N
Y,HMNF,"HMN Financial, Inc. - Common Stock",Q,G,N,100,N,N,HMNF,N
Y,HMST,"HomeStreet, Inc. - Common Stock",Q,Q,N,100,N,N,HMST,N
Y,HMSY,HMS Holdings Corp - Common Stock,Q,Q,N,100,N,N,HMSY,N
Y,HMTV,"Hemisphere Media Group, Inc. - Class A Common Stock",Q,G,N,100,N,N,HMTV,N
Y,HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,Q,G,Y,100,N,N,HNDL,N
Y,HNNA,"Hennessy Advisors, Inc. - Common Stock",Q,S,N,100,N,N,HNNA,N
Y,HNRG,Hallador Energy Company - Common Stock,Q,S,N,100,N,N,HNRG,N
Y,HOFT,Hooker Furniture Corporation - Common Stock,Q,Q,N,100,N,N,HOFT,N
Y,HOLI,"Hollysys Automation Technologies, Ltd. - Common Stock",Q,Q,N,100,N,N,HOLI,N
Y,HOLX,"Hologic, Inc. - Common Stock",Q,Q,N,100,N,N,HOLX,N
Y,HOMB,"Home BancShares, Inc. - common stock",Q,Q,N,100,N,N,HOMB,N
Y,HONE,"HarborOne Bancorp, Inc. - Common Stock",Q,Q,N,100,N,N,HONE,N
Y,HOOK,HOOKIPA Pharma Inc. - Common Stock,Q,Q,N,100,N,N,HOOK,N
Y,HOPE,"Hope Bancorp, Inc. - Common Stock",Q,Q,N,100,N,N,HOPE,N
Y,HOTH,"Hoth Therapeutics, Inc. - Common Stock",Q,S,N,100,N,N,HOTH,N
Y,HOVNP,Hovnanian Enterprises Inc - Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock,Q,G,N,100,N,N,HOVNP,N
Y,HQI,"HireQuest, Inc. - Common Stock",Q,S,N,100,N,N,HQI,N
Y,HQY,"HealthEquity, Inc. - Common Stock",Q,Q,N,100,N,N,HQY,N
Y,HROW,"Harrow Health, Inc. - Common Stock",Q,S,N,100,N,N,HROW,N
Y,HRTX,"Heron Therapeutics, Inc.   - Common Stock",Q,S,N,100,N,N,HRTX,N
Y,HRZN,Horizon Technology Finance Corporation - Common Stock,Q,Q,N,100,N,N,HRZN,N
Y,HSDT,"Helius Medical Technologies, Inc. - Class A Common Stock",Q,S,N,100,N,D,HSDT,N
Y,HSIC,"Henry Schein, Inc. - Common Stock",Q,Q,N,100,N,N,HSIC,N
Y,HSII,"Heidrick & Struggles International, Inc. - Common Stock",Q,Q,N,100,N,N,HSII,N
Y,HSKA,Heska Corporation - Common Stock,Q,S,N,100,N,N,HSKA,N
Y,HSON,"Hudson Global, Inc. - Common Stock",Q,Q,N,100,N,N,HSON,N
Y,HSTM,"HealthStream, Inc. - Common Stock",Q,Q,N,100,N,N,HSTM,N
Y,HTBI,"HomeTrust Bancshares, Inc. - Common Stock",Q,Q,N,100,N,N,HTBI,N
Y,HTBK,Heritage Commerce Corp - Common Stock,Q,Q,N,100,N,N,HTBK,N
Y,HTBX,"Heat Biologics, Inc. - Common Stock",Q,S,N,100,N,D,HTBX,N
Y,HTGM,"HTG Molecular Diagnostics, Inc. - Common Stock",Q,S,N,100,N,D,HTGM,N
Y,HTHT,"Huazhu Group Limited - American Depositary Shares, each representing one Ordinary Share",Q,Q,N,100,N,N,HTHT,N
Y,HTIA,"Healthcare Trust, Inc. - 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock",Q,G,N,100,N,N,HTIA,N
Y,HTLD,"Heartland Express, Inc. - Common Stock",Q,Q,N,100,N,N,HTLD,N
Y,HTLF,"Heartland Financial USA, Inc. - Common Stock",Q,Q,N,100,N,N,HTLF,N
Y,HUBG,"Hub Group, Inc. - Class A Common Stock",Q,Q,N,100,N,N,HUBG,N
Y,HUGE,FSD Pharma Inc. - Class B Subordinate Voting Shares,Q,S,N,100,N,N,HUGE,N
Y,HUIZ,Huize Holding Limited - American Depositary Shares,Q,G,N,100,N,N,HUIZ,N
Y,HURC,"Hurco Companies, Inc. - Common Stock",Q,Q,N,100,N,N,HURC,N
Y,HURN,Huron Consulting Group Inc. - Common Stock,Q,Q,N,100,N,N,HURN,N
Y,HVBC,"HV Bancorp, Inc. - Common Stock",Q,S,N,100,N,N,HVBC,N
Y,HWBK,"Hawthorn Bancshares, Inc. - Common Stock",Q,Q,N,100,N,N,HWBK,N
Y,HWC,Hancock Whitney Corporation - Common Stock,Q,Q,N,100,N,N,HWC,N
Y,HWCC,Houston Wire & Cable Company - Common Stock,Q,Q,N,100,N,N,HWCC,N
Y,HWCPL,Hancock Whitney Corporation - 5.95% Subordinated Notes due 2045,Q,Q,N,100,N,N,HWCPL,N
Y,HWKN,"Hawkins, Inc. - Common Stock",Q,Q,N,100,N,N,HWKN,N
Y,HX,Hexindai Inc. - American Depositary Shares,Q,G,N,100,N,D,HX,N
Y,HYAC,Haymaker Acquisition Corp. II - Class A Common Stock,Q,S,N,100,N,N,HYAC,N
Y,HYACU,Haymaker Acquisition Corp. II - Unit,Q,S,N,100,N,N,HYACU,N
Y,HYLS,First Trust High Yield Long/Short ETF,Q,G,Y,100,N,N,HYLS,N
Y,HYND,WisdomTree Negative Duration High Yield Bond Fund,Q,G,Y,100,N,N,HYND,N
Y,HYRE,HyreCar Inc. - Common Stock,Q,S,N,100,N,N,HYRE,N
Y,HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,Q,G,Y,100,N,N,HYXE,N
Y,HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,Q,G,Y,100,N,N,HYZD,N
Y,HZNP,Horizon Therapeutics Public Limited Company - Ordinary Shares,Q,Q,N,100,N,N,HZNP,N
Y,IAC,IAC/InterActiveCorp - Common Stock,Q,Q,N,100,N,N,IAC,N
Y,IART,Integra LifeSciences Holdings Corporation - Common Stock,Q,Q,N,100,N,N,IART,N
Y,IBB,iShares Nasdaq Biotechnology Index Fund,Q,G,Y,100,N,N,IBB,N
Y,IBCP,Independent Bank Corporation - Common Stock,Q,Q,N,100,N,N,IBCP,N
Y,IBKC,IBERIABANK Corporation - Common Stock,Q,Q,N,100,N,N,IBKC,N
Y,IBKCN,"IBERIABANK Corporation - Depositary Shares each representing a 1/400th ownership interest in a share of our 6.100% Fixed-to-Floating Non-Cumulative Perpetual Preferred Stock, Series D",Q,Q,N,100,N,N,IBKCN,N
Y,IBKCO,IBERIABANK Corporation - Depositary Shares Representing Series C Fixed to Floating,Q,Q,N,100,N,N,IBKCO,N
Y,IBKCP,IBERIABANK Corporation - Depositary Shares Representing Series B Fixed to Floating,Q,Q,N,100,N,N,IBKCP,N
Y,IBKR,"Interactive Brokers Group, Inc. - Class A Common Stock",Q,Q,N,100,N,N,IBKR,N
Y,IBOC,International Bancshares Corporation - Common Stock,Q,Q,N,100,N,N,IBOC,N
Y,IBTE,iShares iBonds Dec 2024 Term Treasury ETF,Q,G,Y,100,N,N,IBTE,N
Y,IBTF,iShares iBonds Dec 2025 Term Treasury ETF,Q,G,Y,100,N,N,IBTF,N
Y,IBTG,iShares iBonds Dec 2026 Term Treasury ETF,Q,G,Y,100,N,N,IBTG,N
Y,IBTH,iShares iBonds Dec 2027 Term Treasury ETF,Q,G,Y,100,N,N,IBTH,N
Y,IBTI,iShares iBonds Dec 2028 Term Treasury ETF,Q,G,Y,100,N,N,IBTI,N
Y,IBTJ,iShares iBonds Dec 2029 Term Treasury ETF,Q,G,Y,100,N,N,IBTJ,N
Y,IBTX,"Independent Bank Group, Inc - Common Stock",Q,Q,N,100,N,N,IBTX,N
Y,IBUY,Amplify Online Retail ETF,Q,G,Y,100,N,N,IBUY,N
Y,ICAD,icad inc. - Common Stock,Q,S,N,100,N,N,ICAD,N
Y,ICBK,"County Bancorp, Inc. - Common Stock",Q,G,N,100,N,N,ICBK,N
Y,ICCC,ImmuCell Corporation - Common Stock,Q,S,N,100,N,N,ICCC,N
Y,ICCH,"ICC Holdings, Inc. - Common Stock",Q,S,N,100,N,N,ICCH,N
Y,ICFI,"ICF International, Inc. - Common Stock",Q,Q,N,100,N,N,ICFI,N
Y,ICHR,Ichor Holdings - Ordinary Shares,Q,Q,N,100,N,N,ICHR,N
Y,ICLK,iClick Interactive Asia Group Limited - American Depositary Shares,Q,G,N,100,N,N,ICLK,N
Y,ICLN,iShares S&P Global Clean Energy Index Fund,Q,G,Y,100,N,N,ICLN,N
Y,ICLR,ICON plc - Ordinary Shares,Q,Q,N,100,N,N,ICLR,N
Y,ICMB,"Investcorp Credit Management BDC, Inc. - Common Stock",Q,Q,N,100,N,N,ICMB,N
Y,ICON,"Iconix Brand Group, Inc. - Common Stock",Q,Q,N,100,N,N,ICON,N
Y,ICPT,"Intercept Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100,N,N,ICPT,N
Y,ICUI,"ICU Medical, Inc. - Common Stock",Q,Q,N,100,N,N,ICUI,N
Y,IDCC,"InterDigital, Inc. - Common Stock",Q,Q,N,100,N,N,IDCC,N
Y,IDEX,"Ideanomics, Inc. - Common Stock",Q,S,N,100,N,D,IDEX,N
Y,IDLB,Invesco FTSE International Low Beta Equal Weight ETF,Q,G,Y,100,N,N,IDLB,N
Y,IDN,"Intellicheck, Inc. - Common Stock",Q,G,N,100,N,N,IDN,N
Y,IDRA,"Idera Pharmaceuticals, Inc. - Common Stock",Q,S,N,100,N,N,IDRA,N
Y,IDXG,"Interpace Biosciences, Inc. - Common Stock",Q,S,N,100,N,N,IDXG,N
Y,IDXX,"IDEXX Laboratories, Inc. - Common Stock",Q,Q,N,100,N,N,IDXX,N
Y,IDYA,"IDEAYA Biosciences, Inc. - Common Stock",Q,Q,N,100,N,N,IDYA,N
Y,IEA,"Infrastructure and Energy Alternatives, Inc. - Common Stock",Q,S,N,100,N,N,IEA,N
Y,IEC,IEC Electronics Corp. - Common Stock,Q,G,N,100,N,N,IEC,N
Y,IEF,iShares 7-10 Year Treasury Bond ETF,Q,G,Y,100,N,N,IEF,N
Y,IEI,iShares 3-7 Year Treasury Bond ETF,Q,G,Y,100,N,N,IEI,N
Y,IEP,Icahn Enterprises L.P. - Depositary units,Q,Q,N,100,N,N,IEP,N
Y,IESC,"IES Holdings, Inc. - Common Stock",Q,G,N,100,N,N,IESC,N
Y,IEUS,iShares MSCI Europe Small-Cap ETF,Q,G,Y,100,N,N,IEUS,N
Y,IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,Q,G,Y,100,N,N,IFEU,N
Y,IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,Q,G,Y,100,N,N,IFGL,N
Y,IFMK,iFresh Inc. - Common Stock,Q,S,N,100,N,D,IFMK,N
Y,IFRX,InflaRx N.V. - Common Stock,Q,Q,N,100,N,N,IFRX,N
Y,IFV,First Trust Dorsey Wright International Focus 5 ETF,Q,G,Y,100,N,N,IFV,N
Y,IGF,iShares Global Infrastructure ETF,Q,G,Y,100,N,N,IGF,N
Y,IGIB,iShares Intermediate-Term Corporate Bond ETF,Q,G,Y,100,N,N,IGIB,N
Y,IGIC,International General Insurance Holdings Ltd. - Ordinary Shares,Q,S,N,100,N,N,IGIC,N
Y,IGMS,"IGM Biosciences, Inc. - Common Stock",Q,Q,N,100,N,N,IGMS,N
Y,IGOV,iShares International Treasury Bond ETF,Q,G,Y,100,N,N,IGOV,N
Y,IGSB,iShares Short-Term Corporate Bond ETF,Q,G,Y,100,N,N,IGSB,N
Y,IHRT,"iHeartMedia, Inc. - Class A Common Stock",Q,Q,N,100,N,N,IHRT,N
Y,III,"Information Services Group, Inc. - Common Stock",Q,G,N,100,N,N,III,N
Y,IIIN,"Insteel Industries, Inc. - Common Stock",Q,Q,N,100,N,N,IIIN,N
Y,IIIV,"i3 Verticals, Inc. - Common Stock",Q,Q,N,100,N,N,IIIV,N
Y,IIN,IntriCon Corporation - Common Stock,Q,G,N,100,N,N,IIN,N
Y,IIVI,II-VI Incorporated - Common Stock,Q,Q,N,100,N,N,IIVI,N
Y,IJT,iShares S&P Small-Cap 600 Growth ETF,Q,G,Y,100,N,N,IJT,N
Y,IKNX,Ikonics Corporation - Common Stock,Q,S,N,100,N,N,IKNX,N
Y,ILMN,"Illumina, Inc. - Common Stock",Q,Q,N,100,N,N,ILMN,N
Y,ILPT,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest,Q,Q,N,100,N,N,ILPT,N
Y,IMAB,I-MAB - American Depositary Shares,Q,G,N,100,N,N,IMAB,N
Y,IMAC,"IMAC Holdings, Inc. - Common Stock",Q,S,N,100,N,N,IMAC,N
Y,IMBI,"iMedia Brands, Inc. - Class A Common Stock",Q,S,N,100,N,N,IMBI,N
Y,IMGN,"ImmunoGen, Inc. - Common Stock",Q,Q,N,100,N,N,IMGN,N
Y,IMKTA,"Ingles Markets, Incorporated - Class A Common Stock",Q,Q,N,100,N,N,IMKTA,N
Y,IMMP,Immutep Limited - American Depositary Shares,Q,G,N,100,N,N,IMMP,N
Y,IMMR,Immersion Corporation - Common Stock,Q,Q,N,100,N,N,IMMR,N
Y,IMMU,"Immunomedics, Inc. - Common Stock",Q,G,N,100,N,N,IMMU,N
Y,IMOS,ChipMOS TECHNOLOGIES INC. - American Depositary Shares,Q,Q,N,100,N,N,IMOS,N
Y,IMRA,IMARA Inc. - Common Stock,Q,Q,N,100,N,N,IMRA,N
Y,IMRN,Immuron Limited - American Depositary Shares,Q,S,N,100,N,N,IMRN,N
Y,IMTE,Integrated Media Technology Limited - Ordinary Shares,Q,S,N,100,N,N,IMTE,N
Y,IMUX,"Immunic, Inc.  - Common Stock",Q,S,N,100,N,N,IMUX,N
Y,IMV,IMV Inc. - Common Shares,Q,S,N,100,N,N,IMV,N
Y,IMVT,"Immunovant, Inc.  - Common Stock",Q,S,N,100,N,N,IMVT,N
Y,IMVTU,"Immunovant, Inc.  - Units",Q,S,N,100,N,N,IMVTU,N
Y,IMXI,"International Money Express, Inc. - Common Stock",Q,S,N,100,N,N,IMXI,N
Y,INBK,First Internet Bancorp - Common Stock,Q,Q,N,100,N,N,INBK,N
Y,INBKL,First Internet Bancorp - 6.0% Fixed-to-Floating Rate Subordinated Notes due 2026,Q,Q,N,100,N,N,INBKL,N
Y,INBKZ,First Internet Bancorp - Fixed-to-Floating Rate Subordinated Notes Due 2029,Q,Q,N,100,N,N,INBKZ,N
Y,INCY,Incyte Corporation - Common Stock,Q,Q,N,100,N,N,INCY,N
Y,INDB,Independent Bank Corp. - Common Stock,Q,Q,N,100,N,N,INDB,N
Y,INDY,iShares S&P India Nifty 50 Index Fund,Q,G,Y,100,N,N,INDY,N
Y,INFI,"Infinity Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100,N,N,INFI,N
Y,INFN,Infinera Corporation - Common Stock,Q,Q,N,100,N,N,INFN,N
Y,INFR,Legg Mason Global Infrastructure ETF,Q,G,Y,100,N,N,INFR,N
Y,INGN,"Inogen, Inc - Common Stock",Q,Q,N,100,N,N,INGN,N
Y,INMB,INmune Bio Inc. - Common stock,Q,S,N,100,N,N,INMB,N
Y,INMD,InMode Ltd.  - Ordinary Shares,Q,Q,N,100,N,N,INMD,N
Y,INNT,"Innovate Biopharmaceuticals, Inc. - Common Stock",Q,S,N,100,N,D,INNT,N
Y,INO,"Inovio Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100,N,N,INO,N
Y,INOD,Innodata Inc. - Common Stock,Q,G,N,100,N,N,INOD,N
Y,INOV,"Inovalon Holdings, Inc. - Class A Common Stock",Q,Q,N,100,N,N,INOV,N
Y,INPX,Inpixon  - Common Stock,Q,S,N,100,N,D,INPX,N
Y,INSE,"Inspired Entertainment, Inc. - Common Stock",Q,S,N,100,N,N,INSE,N
Y,INSG,Inseego Corp. - Common Stock,Q,Q,N,100,N,N,INSG,N
Y,INSM,"Insmed, Inc. - Common Stock",Q,Q,N,100,N,N,INSM,N
Y,INSU,Insurance Acquisition Corp. - Class A Common Stock,Q,S,N,100,N,N,INSU,N
Y,INSUU,Insurance Acquisition Corp. - Unit,Q,S,N,100,N,N,INSUU,N
Y,INTC,Intel Corporation - Common Stock,Q,Q,N,100,N,N,INTC,N
Y,INTG,The Intergroup Corporation - Common Stock,Q,S,N,100,N,N,INTG,N
Y,INTL,INTL FCStone Inc. - Common Stock,Q,Q,N,100,N,N,INTL,N
Y,INTU,Intuit Inc. - Common Stock,Q,Q,N,100,N,N,INTU,N
Y,INVA,"Innoviva, Inc. - Common Stock",Q,Q,N,100,N,N,INVA,N
Y,INVE,"Identiv, Inc. - Common Stock",Q,S,N,100,N,N,INVE,N
Y,INWK,"InnerWorkings, Inc. - Common Stock",Q,Q,N,100,N,N,INWK,N
Y,IONS,"Ionis Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100,N,N,IONS,N
Y,IOSP,Innospec Inc. - Common Stock,Q,Q,N,100,N,N,IOSP,N
Y,IOTS,Adesto Technologies Corporation - Common Stock,Q,S,N,100,N,N,IOTS,N
Y,IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",Q,G,N,100,N,N,IOVA,N
Y,IPAR,"Inter Parfums, Inc. - Common Stock",Q,Q,N,100,N,N,IPAR,N
Y,IPDN,"Professional Diversity Network, Inc. - Common Stock",Q,S,N,100,N,D,IPDN,N
Y,IPGP,IPG Photonics Corporation - Common Stock,Q,Q,N,100,N,N,IPGP,N
Y,IPHA,Innate Pharma S.A. - American Depositary Shares,Q,Q,N,100,N,N,IPHA,N
Y,IPKW,Invesco International BuyBack Achievers ETF,Q,G,Y,100,N,N,IPKW,N
Y,IPLDP,Interstate Power and Light Company - Interstate Power & Light Company Perp Preferred 5.10% Series D,Q,Q,N,100,N,N,IPLDP,N
Y,IPWR,Ideal Power Inc. - Common Stock,Q,S,N,100,N,N,IPWR,N
Y,IQ,"iQIYI, Inc. - American Depositary Shares",Q,Q,N,100,N,N,IQ,N
Y,IRBT,iRobot Corporation - Common Stock,Q,Q,N,100,N,N,IRBT,N
Y,IRCP,IRSA Propiedades Comerciales S.A. - American Depository Shares,Q,Q,N,100,N,N,IRCP,N
Y,IRDM,Iridium Communications Inc - Common Stock,Q,Q,N,100,N,N,IRDM,N
Y,IRIX,IRIDEX Corporation - Common Stock,Q,G,N,100,N,N,IRIX,N
Y,IRMD,iRadimed Corporation - Common Stock,Q,S,N,100,N,N,IRMD,N
Y,IROQ,"IF Bancorp, Inc. - Common Stock",Q,S,N,100,N,N,IROQ,N
Y,IRTC,"iRhythm Technologies, Inc. - Common Stock",Q,Q,N,100,N,N,IRTC,N
Y,IRWD,"Ironwood Pharmaceuticals, Inc. - Class A Common Stock",Q,Q,N,100,N,N,IRWD,N
Y,ISBC,"Investors Bancorp, Inc. - Common Stock",Q,Q,N,100,N,N,ISBC,N
Y,ISDS,Invesco RAFI Strategic Developed ex-US Small Company ETF,Q,G,Y,100,N,D,ISDS,N
Y,ISDX,Invesco RAFI Strategic Developed ex-US ETF,Q,G,Y,100,N,N,ISDX,N
Y,ISEE,"IVERIC bio, Inc. - Common Stock",Q,Q,N,100,N,N,ISEE,N
Y,ISEM,Invesco RAFI Strategic Emerging Markets ETF,Q,G,Y,100,N,N,ISEM,N
Y,ISHG,iShares 1-3 Year International Treasury Bond ETF,Q,G,Y,100,N,N,ISHG,N
Y,ISIG,"Insignia Systems, Inc. - Common Stock",Q,S,N,100,N,D,ISIG,N
Y,ISNS,"Image Sensing Systems, Inc. - Common Stock",Q,S,N,100,N,N,ISNS,N
Y,ISRG,"Intuitive Surgical, Inc. - Common Stock",Q,Q,N,100,N,N,ISRG,N
Y,ISSC,"Innovative Solutions and Support, Inc. - Common Stock",Q,Q,N,100,N,N,ISSC,N
Y,ISTB,iShares Core 1-5 Year USD Bond ETF,Q,G,Y,100,N,N,ISTB,N
Y,ISTR,Investar Holding Corporation - Common Stock,Q,G,N,100,N,N,ISTR,N
Y,ITCI,Intra-Cellular Therapies Inc. - Common Stock,Q,Q,N,100,N,N,ITCI,N
Y,ITI,"Iteris, Inc. - Common Stock",Q,S,N,100,N,N,ITI,N
Y,ITIC,Investors Title Company - Common Stock,Q,Q,N,100,N,N,ITIC,N
Y,ITMR,Itamar Medical Ltd. - American Depository Shares,Q,S,N,100,N,N,ITMR,N
Y,ITRI,"Itron, Inc. - Common Stock",Q,Q,N,100,N,N,ITRI,N
Y,ITRM,Iterum Therapeutics plc - Ordinary Share,Q,G,N,100,N,D,ITRM,N
Y,ITRN,Ituran Location and Control Ltd. - Ordinary Shares,Q,Q,N,100,N,N,ITRN,N
Y,IUS,Invesco RAFI Strategic US ETF,Q,G,Y,100,N,N,IUS,N
Y,IUSB,iShares Core Total USD Bond Market ETF,Q,G,Y,100,N,N,IUSB,N
Y,IUSG,iShares Core S&P U.S. Growth ETF,Q,G,Y,100,N,N,IUSG,N
Y,IUSS,Invesco RAFI Strategic US Small Company ETF,Q,G,Y,100,N,N,IUSS,N
Y,IUSV,iShares Core S&P U.S. Value ETF,Q,G,Y,100,N,N,IUSV,N
Y,IVAC,"Intevac, Inc. - Common Stock",Q,Q,N,100,N,N,IVAC,N
Y,IXUS,iShares Core MSCI Total International Stock ETF,Q,G,Y,100,N,N,IXUS,N
Y,IZEA,"IZEA Worldwide, Inc. - Common Stock",Q,S,N,100,N,D,IZEA,N
Y,JACK,Jack In The Box Inc. - Common Stock,Q,Q,N,100,N,N,JACK,N
Y,JAGX,"Jaguar Health, Inc. - Common Stock",Q,S,N,100,N,D,JAGX,N
Y,JAKK,"JAKKS Pacific, Inc. - Common Stock",Q,Q,N,100,N,D,JAKK,N
Y,JAN,JanOne Inc. - Common Stock,Q,S,N,100,N,N,JAN,N
Y,JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,Q,Q,N,100,N,N,JAZZ,N
Y,JBHT,"J.B. Hunt Transport Services, Inc. - Common Stock",Q,Q,N,100,N,N,JBHT,N
Y,JBLU,JetBlue Airways Corporation - Common Stock,Q,Q,N,100,N,N,JBLU,N
Y,JBSS,"John B. Sanfilippo & Son, Inc. - Common Stock",Q,Q,N,100,N,N,JBSS,N
Y,JCOM,"j2 Global, Inc. - Common Stock",Q,Q,N,100,N,N,JCOM,N
Y,JCS,"Communications Systems, Inc. - Common Stock",Q,G,N,100,N,N,JCS,N
Y,JCTCF,Jewett-Cameron Trading Company - Common Shares,Q,S,N,100,N,N,JCTCF,N
Y,JD,"JD.com, Inc. - American Depositary Shares",Q,Q,N,100,N,N,JD,N
Y,JFIN,Jiayin Group Inc. - American Depositary Shares,Q,G,N,100,N,N,JFIN,N
Y,JFK,8i Enterprises Acquisition Corp - Ordinary Shares,Q,S,N,100,N,N,JFK,N
Y,JFKKU,8i Enterprises Acquisition Corp - Unit,Q,S,N,100,N,N,JFKKU,N
Y,JFU,9F Inc. - American Depositary Shares,Q,G,N,100,N,N,JFU,N
Y,JG,Aurora Mobile Limited - American Depositary Shares,Q,G,N,100,N,N,JG,N
Y,JJSF,J & J Snack Foods Corp. - Common Stock,Q,Q,N,100,N,N,JJSF,N
Y,JKHY,"Jack Henry & Associates, Inc. - Common Stock",Q,Q,N,100,N,N,JKHY,N
Y,JKI,iShares Morningstar Mid-Cap ETF,Q,G,Y,100,N,N,JKI,N
Y,JMPNL,JMP Group LLC - 7.25% Senior Notes due 2027,Q,G,N,100,N,N,JMPNL,N
Y,JMPNZ,JMP Group LLC - 6.875% Senior Notes due 2029,Q,G,N,100,N,N,JMPNZ,N
Y,JNCE,"Jounce Therapeutics, Inc. - Common Stock",Q,Q,N,100,N,N,JNCE,N
Y,JOBS,"51job, Inc. - American Depositary Shares, each representing two common shares",Q,Q,N,100,N,N,JOBS,N
Y,JOUT,Johnson Outdoors Inc. - Class A Common Stock,Q,Q,N,100,N,N,JOUT,N
Y,JRJC,China Finance Online Co. Limited - American Depositary Shares,Q,Q,N,100,N,N,JRJC,N
Y,JRSH,"Jerash Holdings (US), Inc. - Common Stock",Q,S,N,100,N,N,JRSH,N
Y,JRVR,"James River Group Holdings, Ltd. - Common Shares",Q,Q,N,100,N,N,JRVR,N
Y,JSM,"Navient Corporation - 6% Senior Notes due December 15, 2043",Q,Q,N,100,N,N,JSM,N
Y,JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,Q,G,Y,100,N,N,JSMD,N
Y,JSML,Janus Henderson Small Cap Growth Alpha ETF,Q,G,Y,100,N,N,JSML,N
Y,JVA,"Coffee Holding Co., Inc. - Common Stock",Q,S,N,100,N,N,JVA,N
Y,JYNT,The Joint Corp. - Common Stock,Q,S,N,100,N,N,JYNT,N
Y,KALA,"Kala Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100,N,N,KALA,N
Y,KALU,Kaiser Aluminum Corporation - Common Stock,Q,Q,N,100,N,N,KALU,N
Y,KALV,"KalVista Pharmaceuticals, Inc. - Common Stock",Q,G,N,100,N,N,KALV,N
Y,KBAL,"Kimball International, Inc. - Class B Common Stock",Q,Q,N,100,N,N,KBAL,N
Y,KBLM,KBL Merger Corp. IV - Common Stock,Q,S,N,100,N,N,KBLM,N
Y,KBLMU,KBL Merger Corp. IV - Unit,Q,S,N,100,N,N,KBLMU,N
Y,KBSF,KBS Fashion Group Limited - Common Stock,Q,S,N,100,N,N,KBSF,N
