Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,NASDAQ Symbol,NextShares
Y,PTH,Invesco DWA Healthcare Momentum ETF,Q,G,Y,100,N,N,PTH,N
Y,PTI,"Proteostasis Therapeutics, Inc. - Common Stock",Q,G,N,100,N,N,PTI,N
Y,PTLA,"Portola Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100,N,N,PTLA,N
Y,PTMN,Portman Ridge Finance Corporation - common stock,Q,Q,N,100,N,N,PTMN,N
Y,PTNR,"Partner Communications Company Ltd. - American Depositary Shares, each representing one ordinary share",Q,Q,N,100,N,N,PTNR,N
Y,PTON,"Peloton Interactive, Inc. - Common Stock",Q,Q,N,100,N,N,PTON,N
Y,PTSI,"P.A.M. Transportation Services, Inc. - Common Stock",Q,G,N,100,N,N,PTSI,N
Y,PTVCA,Protective Insurance Corporation - Class A (voting) Common Stock,Q,G,N,100,N,N,PTVCA,N
Y,PTVCB,Protective Insurance Corporation - Class B (nonvoting) Common Stock,Q,G,N,100,N,N,PTVCB,N
Y,PUB,People's Utah Bancorp - Common Stock,Q,S,N,100,N,N,PUB,N
Y,PUI,Invesco DWA Utilities Momentum ETF,Q,G,Y,100,N,N,PUI,N
Y,PULM,"Pulmatrix, Inc. - Common Stock",Q,S,N,100,N,N,PULM,N
Y,PUYI,Puyi Inc. - American Depository Shares,Q,G,N,100,N,N,PUYI,N
Y,PVAC,Penn Virginia Corporation - Common Stock,Q,Q,N,100,N,N,PVAC,N
Y,PVAL,Principal Contrarian Value Index ETF,Q,G,Y,100,N,N,PVAL,N
Y,PVBC,"Provident Bancorp, Inc. - Common Stock",Q,S,N,100,N,N,PVBC,N
Y,PWFL,"PowerFleet, Inc. - Common Stock",Q,G,N,100,N,N,PWFL,N
Y,PWOD,"Penns Woods Bancorp, Inc. - Common Stock",Q,Q,N,100,N,N,PWOD,N
Y,PXI,Invesco DWA Energy Momentum ETF,Q,G,Y,100,N,N,PXI,N
Y,PXLW,"Pixelworks, Inc. - Common Stock",Q,G,N,100,N,N,PXLW,N
Y,PXS,Pyxis Tankers Inc. - Common Stock,Q,S,N,100,N,N,PXS,N
Y,PY,Principal Shareholder Yield Index ETF,Q,G,Y,100,N,N,PY,N
Y,PYPL,"PayPal Holdings, Inc. - Common Stock",Q,Q,N,100,N,N,PYPL,N
Y,PYZ,Invesco DWA Basic Materials Momentum ETF,Q,G,Y,100,N,N,PYZ,N
Y,PZZA,"Papa John's International, Inc. - Common Stock",Q,Q,N,100,N,N,PZZA,N
Y,QABA,First Trust NASDAQ ABA Community Bank Index Fund,Q,G,Y,100,N,N,QABA,N
Y,QADA,QAD Inc. - Class A Common Stock,Q,Q,N,100,N,N,QADA,N
Y,QADB,QAD Inc. - Class B Common Stock,Q,Q,N,100,N,N,QADB,N
Y,QAT,iShares MSCI Qatar ETF,Q,G,Y,100,N,N,QAT,N
Y,QBAK,Qualstar Corporation - Common Stock,Q,S,N,100,N,N,QBAK,N
Y,QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,Q,G,Y,100,N,N,QCLN,N
Y,QCOM,QUALCOMM Incorporated - Common Stock,Q,Q,N,100,N,N,QCOM,N
Y,QCRH,"QCR Holdings, Inc. - Common Stock",Q,G,N,100,N,N,QCRH,N
Y,QDEL,Quidel Corporation - Common Stock,Q,Q,N,100,N,N,QDEL,N
Y,QFIN,"360 Finance, Inc. - American Depositary Shares",Q,G,N,100,N,N,QFIN,N
Y,QIWI,QIWI plc - American Depositary Shares,Q,Q,N,100,N,N,QIWI,N
Y,QK,Q&K International Group Limited - American Depositary Shares,Q,G,N,100,N,N,QK,N
Y,QLYS,"Qualys, Inc. - Common Stock",Q,Q,N,100,N,N,QLYS,N
Y,QMCO,Quantum Corporation - Common Stock,Q,G,N,100,N,N,QMCO,N
Y,QNST,"QuinStreet, Inc. - Common Stock",Q,Q,N,100,N,N,QNST,N
Y,QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,Q,G,Y,100,N,N,QQEW,N
Y,QQQ,"Invesco QQQ Trust, Series 1",Q,G,Y,100,N,N,QQQ,N
Y,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund - Shares of Beneficial Interest,Q,Q,N,100,N,N,QQQX,N
Y,QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,Q,G,Y,100,N,N,QQXT,N
Y,QRHC,Quest Resource Holding Corporation - Common Stock,Q,S,N,100,N,N,QRHC,N
Y,QRTEA,"Qurate Retail, Inc. - Series A Common Stock",Q,Q,N,100,N,N,QRTEA,N
Y,QRTEB,"Qurate Retail, Inc. - Series B Common Stock",Q,Q,N,100,N,N,QRTEB,N
Y,QRVO,"Qorvo, Inc. - Common Stock",Q,Q,N,100,N,N,QRVO,N
Y,QTEC,First Trust NASDAQ-100- Technology Index Fund,Q,G,Y,100,N,N,QTEC,N
Y,QTNT,Quotient Limited - Ordinary Shares,Q,G,N,100,N,N,QTNT,N
Y,QTRX,Quanterix Corporation - Common Stock,Q,G,N,100,N,N,QTRX,N
Y,QTT,Qutoutiao Inc. - American Depositary Shares,Q,Q,N,100,N,N,QTT,N
Y,QUIK,QuickLogic Corporation - Common Stock,Q,S,N,100,N,N,QUIK,N
Y,QUMU,Qumu Corporation - Common Stock,Q,S,N,100,N,N,QUMU,N
Y,QURE,uniQure N.V. - Ordinary Shares,Q,Q,N,100,N,N,QURE,N
Y,QYLD,Global X NASDAQ-100 Covered Call ETF,Q,G,Y,100,N,N,QYLD,N
Y,RADA,RADA Electronic Industries Ltd. - Ordinary Shares,Q,S,N,100,N,N,RADA,N
Y,RAIL,"Freightcar America, Inc. - Common Stock",Q,Q,N,100,N,N,RAIL,N
Y,RAND,Rand Capital Corporation - Common Stock ($0.10 Par Value),Q,S,N,100,N,N,RAND,N
Y,RAPT,"RAPT Therapeutics, Inc. - Common Stock",Q,G,N,100,N,N,RAPT,N
Y,RARE,Ultragenyx Pharmaceutical Inc. - Common Stock,Q,Q,N,100,N,N,RARE,N
Y,RARX,"Ra Pharmaceuticals, Inc. - Common Stock",Q,G,N,100,N,N,RARX,N
Y,RAVE,"Rave Restaurant Group, Inc. - Common Stock",Q,S,N,100,N,N,RAVE,N
Y,RAVN,"Raven Industries, Inc. - Common Stock",Q,Q,N,100,N,N,RAVN,N
Y,RBB,RBB Bancorp - Common Stock,Q,Q,N,100,N,N,RBB,N
Y,RBBN,Ribbon Communications Inc.  - Common Stock,Q,Q,N,100,N,N,RBBN,N
Y,RBCAA,"Republic Bancorp, Inc. - Class A Common Stock",Q,Q,N,100,N,N,RBCAA,N
Y,RBCN,"Rubicon Technology, Inc. - Common Stock",Q,S,N,100,N,N,RBCN,N
Y,RBKB,"Rhinebeck Bancorp, Inc. - Common Stock",Q,S,N,100,N,N,RBKB,N
Y,RBNC,"Reliant Bancorp, Inc. - Common Stock",Q,S,N,100,N,N,RBNC,N
Y,RBZ,Reebonz Holding Limited - Ordinary Shares,Q,G,N,100,N,D,RBZ,N
Y,RCEL,Avita Medical Limited - American Depositary Shares,Q,S,N,100,N,N,RCEL,N
Y,RCII,Rent-A-Center Inc. - Common Stock,Q,Q,N,100,N,N,RCII,N
Y,RCKT,"Rocket Pharmaceuticals, Inc. - Common Stock",Q,G,N,100,N,D,RCKT,N
Y,RCKY,"Rocky Brands, Inc. - Common Stock",Q,Q,N,100,N,N,RCKY,N
Y,RCM,R1 RCM Inc. - Common Stock,Q,Q,N,100,N,N,RCM,N
Y,RCMT,"RCM Technologies, Inc. - Common Stock",Q,G,N,100,N,N,RCMT,N
Y,RCON,"Recon Technology, Ltd. - Ordinary Shares",Q,S,N,100,N,N,RCON,N
Y,RDCM,Radcom Ltd. - Ordinary Shares,Q,S,N,100,N,N,RDCM,N
Y,RDFN,Redfin Corporation - Common Stock,Q,Q,N,100,N,N,RDFN,N
Y,RDHL,Redhill Biopharma Ltd. - American Depositary Shares,Q,G,N,100,N,N,RDHL,N
Y,RDI,Reading International Inc - Class A Non-voting Common Stock,Q,S,N,100,N,N,RDI,N
Y,RDIB,Reading International Inc - Class B Voting Common Stock,Q,S,N,100,N,N,RDIB,N
Y,RDNT,"RadNet, Inc. - Common Stock",Q,G,N,100,N,N,RDNT,N
Y,RDUS,"Radius Health, Inc. - Common Stock",Q,G,N,100,N,N,RDUS,N
Y,RDVT,"Red Violet, Inc. - Common Stock ",Q,S,N,100,N,N,RDVT,N
Y,RDVY,First Trust Rising Dividend Achievers ETF,Q,G,Y,100,N,N,RDVY,N
Y,RDWR,Radware Ltd. - Ordinary Shares,Q,Q,N,100,N,N,RDWR,N
Y,REAL,"The RealReal, Inc. - Common Stock",Q,Q,N,100,N,N,REAL,N
Y,REDU,RISE Education Cayman Ltd - American Depositary Shares,Q,G,N,100,N,N,REDU,N
Y,REED,"Reeds, Inc. - Common Stock",Q,S,N,100,N,N,REED,N
Y,REFR,Research Frontiers Incorporated - Common Stock,Q,S,N,100,N,N,REFR,N
Y,REG,Regency Centers Corporation - Common Stock,Q,Q,N,100,N,N,REG,N
Y,REGI,"Renewable Energy Group, Inc. - Common Stock",Q,Q,N,100,N,N,REGI,N
Y,REGN,"Regeneron Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100,N,N,REGN,N
Y,REKR,"Rekor Systems, Inc. - Common Stock",Q,S,N,100,N,N,REKR,N
Y,RELL,"Richardson Electronics, Ltd. - Common Stock",Q,Q,N,100,N,N,RELL,N
Y,RELV,"Reliv' International, Inc. - Common Stock",Q,S,N,100,N,N,RELV,N
Y,REPH,"Recro Pharma, Inc. - Common Stock",Q,S,N,100,N,N,REPH,N
Y,REPL,"Replimune Group, Inc. - Common Stock",Q,Q,N,100,N,N,REPL,N
Y,RESN,Resonant Inc. - Common Stock,Q,S,N,100,N,N,RESN,N
Y,RETA,"Reata Pharmaceuticals, Inc. - Class A Common Stock",Q,G,N,100,N,N,RETA,N
Y,RETO,"ReTo Eco-Solutions, Inc. - Common Shares",Q,S,N,100,N,D,RETO,N
Y,REXN,"Rexahn Pharmaceuticals, Inc. - Common Stock",Q,S,N,100,N,N,REXN,N
Y,REYN,Reynolds Consumer Products Inc. - Common Stock,Q,Q,N,100,N,N,REYN,N
Y,RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,Q,G,Y,100,N,N,RFAP,N
Y,RFDI,First Trust RiverFront Dynamic Developed International ETF,Q,G,Y,100,N,N,RFDI,N
Y,RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,Q,G,Y,100,N,N,RFEM,N
Y,RFEU,First Trust RiverFront Dynamic Europe ETF,Q,G,Y,100,N,N,RFEU,N
Y,RFIL,"RF Industries, Ltd. - Common Stock",Q,G,N,100,N,N,RFIL,N
Y,RGCO,RGC Resources Inc. - Common Stock,Q,G,N,100,N,N,RGCO,N
Y,RGEN,Repligen Corporation - Common Stock,Q,Q,N,100,N,N,RGEN,N
Y,RGLD,"Royal Gold, Inc. - Common Stock",Q,Q,N,100,N,N,RGLD,N
Y,RGLS,Regulus Therapeutics Inc. - Common Stock,Q,S,N,100,N,D,RGLS,N
Y,RGNX,REGENXBIO Inc. - Common Stock,Q,Q,N,100,N,N,RGNX,N
Y,RIBT,RiceBran Technologies - Common Stock,Q,S,N,100,N,N,RIBT,N
Y,RICK,"RCI Hospitality Holdings, Inc. - Common Stock",Q,G,N,100,N,N,RICK,N
Y,RIGL,"Rigel Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100,N,N,RIGL,N
Y,RILY,"B. Riley Financial, Inc. - Common Stock",Q,G,N,100,N,N,RILY,N
Y,RILYG,"B. Riley Financial, Inc. - 7.25% Senior Notes due 2027",Q,G,N,100,N,N,RILYG,N
Y,RILYH,"B. Riley Financial, Inc. - 7.375% Senior Notes Due 2023",Q,G,N,100,N,N,RILYH,N
Y,RILYI,"B. Riley Financial, Inc. - 6.875% Senior Notes due 2023",Q,G,N,100,N,N,RILYI,N
Y,RILYN,"B. Riley Financial, Inc. - 6.50% Senior Notes Due 2026",Q,G,N,100,N,N,RILYN,N
Y,RILYO,"B. Riley Financial, Inc. - 6.75% Senior Notes due 2024",Q,G,N,100,N,N,RILYO,N
Y,RILYP,"B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock",Q,G,N,100,N,N,RILYP,N
Y,RILYZ,"B. Riley Financial, Inc. - 7.50% Senior Notes Due 2027",Q,G,N,100,N,N,RILYZ,N
Y,RING,iShares MSCI Global Gold Miners ETF,Q,G,Y,100,N,N,RING,N
Y,RIOT,"Riot Blockchain, Inc - Common Stock",Q,S,N,100,N,N,RIOT,N
Y,RIVE,Riverview Financial Corporation - Common Stock,Q,G,N,100,N,N,RIVE,N
Y,RKDA,"Arcadia Biosciences, Inc. - Common Stock",Q,S,N,100,N,N,RKDA,N
Y,RLMD,"Relmada Therapeutics, Inc. - Common Stock",Q,S,N,100,N,N,RLMD,N
Y,RMBI,"Richmond Mutual Bancorporation, Inc. - Common Stock",Q,S,N,100,N,N,RMBI,N
Y,RMBL,"RumbleOn, Inc. - Class B Common Stock",Q,S,N,100,N,D,RMBL,N
Y,RMBS,"Rambus, Inc. - Common Stock",Q,Q,N,100,N,N,RMBS,N
Y,RMCF,"Rocky Mountain Chocolate Factory, Inc. - Common Stock",Q,G,N,100,N,N,RMCF,N
Y,RMNI,"Rimini Street, Inc. - Common Stock",Q,G,N,100,N,N,RMNI,N
Y,RMR,The RMR Group Inc. - Class A Common Stock,Q,S,N,100,N,N,RMR,N
Y,RMTI,"Rockwell Medical, Inc. - Common Stock",Q,G,N,100,N,N,RMTI,N
Y,RNDB,"Randolph Bancorp, Inc. - Common Stock",Q,G,N,100,N,N,RNDB,N
Y,RNDM,First Trust Developed International Equity Select ETF,Q,G,Y,100,N,N,RNDM,N
Y,RNDV,First Trust US Equity Dividend Select ETF,Q,G,Y,100,N,N,RNDV,N
Y,RNEM,First Trust Emerging Markets Equity Select ETF,Q,G,Y,100,N,N,RNEM,N
Y,RNET,"RigNet, Inc. - Common Stock",Q,Q,N,100,N,N,RNET,N
Y,RNLC,First Trust Large Cap US Equity Select ETF,Q,G,Y,100,N,N,RNLC,N
Y,RNMC,First Trust Mid Cap US Equity Select ETF,Q,G,Y,100,N,N,RNMC,N
Y,RNSC,First Trust Small Cap US Equity Select ETF,Q,G,Y,100,N,N,RNSC,N
Y,RNST,Renasant Corporation - Common Stock,Q,Q,N,100,N,N,RNST,N
Y,RNWK,"RealNetworks, Inc. - Common Stock",Q,Q,N,100,N,N,RNWK,N
Y,ROAD,"Construction Partners, Inc. - Common Stock",Q,Q,N,100,N,N,ROAD,N
Y,ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,Q,G,Y,100,N,N,ROBT,N
Y,ROCK,"Gibraltar Industries, Inc. - Common Stock",Q,Q,N,100,N,N,ROCK,N
Y,ROIC,Retail Opportunity Investments Corp. - Common Stock,Q,Q,N,100,N,N,ROIC,N
Y,ROKU,"Roku, Inc. - Class A Common Stock",Q,Q,N,100,N,N,ROKU,N
Y,ROLL,RBC Bearings Incorporated - Common Stock,Q,Q,N,100,N,N,ROLL,N
Y,ROSE,Rosehill Resources Inc. - Class A Common Stock,Q,S,N,100,N,D,ROSE,N
Y,ROSEU,Rosehill Resources Inc. - Unit,Q,S,N,100,N,N,ROSEU,N
Y,ROST,"Ross Stores, Inc. - Common Stock",Q,Q,N,100,N,N,ROST,N
Y,RP,"RealPage, Inc. - Common Stock",Q,Q,N,100,N,N,RP,N
Y,RPAY,Repay Holdings Corporation - Class A Common Stock,Q,S,N,100,N,N,RPAY,N
Y,RPD,"Rapid7, Inc. - Common Stock",Q,G,N,100,N,N,RPD,N
Y,RRBI,"Red River Bancshares, Inc. - Common Stock",Q,Q,N,100,N,N,RRBI,N
Y,RRGB,"Red Robin Gourmet Burgers, Inc. - Common Stock",Q,Q,N,100,N,N,RRGB,N
Y,RRR,"Red Rock Resorts, Inc. - Class A Common Stock",Q,Q,N,100,N,N,RRR,N
Y,RSSS,"Research Solutions, Inc - Common Stock",Q,S,N,100,N,N,RSSS,N
Y,RTH,VanEck Vectors Retail ETF,Q,G,Y,100,N,N,RTH,N
Y,RTIX,"RTI Surgical Holdings, Inc. - Common Stock",Q,Q,N,100,N,E,RTIX,N
Y,RTLR,Rattler Midstream LP - Common Units Representing Limited Partnership Interests,Q,Q,N,100,N,N,RTLR,N
Y,RTRX,"Retrophin, Inc. - Common Stock",Q,G,N,100,N,N,RTRX,N
Y,RTTR,"Ritter Pharmaceuticals, Inc. - Common Stock",Q,S,N,100,N,D,RTTR,N
Y,RUBY,"Rubius Therapeutics, Inc. - Common Stock",Q,Q,N,100,N,N,RUBY,N
Y,RUHN,Ruhnn Holding Limited - American Depositary Shares,Q,Q,N,100,N,N,RUHN,N
Y,RUN,Sunrun Inc. - Common Stock,Q,Q,N,100,N,N,RUN,N
Y,RUSHA,"Rush Enterprises, Inc. - Class A Common Stock",Q,Q,N,100,N,N,RUSHA,N
Y,RUSHB,"Rush Enterprises, Inc. - Class B Common Stock",Q,Q,N,100,N,N,RUSHB,N
Y,RUTH,"Ruth's Hospitality Group, Inc. - Common Stock",Q,Q,N,100,N,N,RUTH,N
Y,RVNC,"Revance Therapeutics, Inc. - Common Stock",Q,G,N,100,N,N,RVNC,N
Y,RVSB,Riverview Bancorp Inc - Common Stock,Q,Q,N,100,N,N,RVSB,N
Y,RWLK,ReWalk Robotics Ltd. - Ordinary Shares,Q,S,N,100,N,D,RWLK,N
Y,RYAAY,"Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares",Q,Q,N,100,N,N,RYAAY,N
Y,RYTM,"Rhythm Pharmaceuticals, Inc. - Common Stock",Q,G,N,100,N,N,RYTM,N
Y,SABR,Sabre Corporation - Common Stock,Q,Q,N,100,N,N,SABR,N
Y,SAEX,"SAExploration Holdings, Inc. - Common Stock",Q,S,N,100,N,D,SAEX,N
Y,SAFM,"Sanderson Farms, Inc. - Common Stock",Q,Q,N,100,N,N,SAFM,N
Y,SAFT,"Safety Insurance Group, Inc. - Common Stock",Q,Q,N,100,N,N,SAFT,N
Y,SAGE,"Sage Therapeutics, Inc. - Common Stock",Q,G,N,100,N,N,SAGE,N
Y,SAIA,"Saia, Inc. - Common Stock",Q,Q,N,100,N,N,SAIA,N
Y,SAL,"Salisbury Bancorp, Inc. - Common Stock",Q,S,N,100,N,N,SAL,N
Y,SALM,"Salem Media Group, Inc. - Class A Common Stock",Q,G,N,100,N,N,SALM,N
Y,SAMA,Schultze Special Purpose Acquisition Corp. - Common Stock,Q,S,N,100,N,D,SAMA,N
Y,SAMAU,Schultze Special Purpose Acquisition Corp. - Unit,Q,S,N,100,N,D,SAMAU,N
Y,SAMG,Silvercrest Asset Management Group Inc. - Common Stock,Q,G,N,100,N,N,SAMG,N
Y,SANM,Sanmina Corporation - Common Stock,Q,Q,N,100,N,N,SANM,N
Y,SANW,S&W Seed Company - Common Stock,Q,S,N,100,N,N,SANW,N
Y,SAQN,Software Acquisition Group Inc. - Class A Common Stock,Q,S,N,100,N,N,SAQN,N
Y,SAQNU,Software Acquisition Group Inc. - Unit,Q,S,N,100,N,N,SAQNU,N
Y,SASR,"Sandy Spring Bancorp, Inc. - Common Stock",Q,Q,N,100,N,N,SASR,N
Y,SATS,EchoStar Corporation - Common stock,Q,Q,N,100,N,N,SATS,N
Y,SAVA,"Cassava Sciences, Inc. - Common Stock",Q,S,N,100,N,N,SAVA,N
Y,SBAC,SBA Communications Corporation - Class A Common Stock,Q,Q,N,100,N,N,SBAC,N
Y,SBBP,Strongbridge Biopharma plc - Ordinary Shares,Q,Q,N,100,N,N,SBBP,N
Y,SBBX,SB One Bancorp - Common Stock,Q,G,N,100,N,N,SBBX,N
Y,SBCF,Seacoast Banking Corporation of Florida - Common Stock,Q,Q,N,100,N,N,SBCF,N
Y,SBFG,"SB Financial Group, Inc. - Common Stock",Q,S,N,100,N,N,SBFG,N
Y,SBGI,"Sinclair Broadcast Group, Inc. - Class A Common Stock",Q,Q,N,100,N,N,SBGI,N
Y,SBLK,Star Bulk Carriers Corp. - Common Shares,Q,Q,N,100,N,N,SBLK,N
Y,SBLKZ,Star Bulk Carriers Corp. - 8.30% Senior Notes due 2022,Q,Q,N,100,N,N,SBLKZ,N
Y,SBNY,Signature Bank - Common Stock,Q,Q,N,100,N,N,SBNY,N
Y,SBPH,"Spring Bank Pharmaceuticals, Inc. - Common Stock",Q,S,N,100,N,N,SBPH,N
Y,SBRA,"Sabra Health Care REIT, Inc. - Common Stock",Q,Q,N,100,N,N,SBRA,N
Y,SBSI,"Southside Bancshares, Inc. - Common Stock",Q,Q,N,100,N,N,SBSI,N
Y,SBT,"Sterling Bancorp, Inc. - Common Stock",Q,S,N,100,N,E,SBT,N
Y,SBUX,Starbucks Corporation - Common Stock,Q,Q,N,100,N,N,SBUX,N
Y,SCHL,Scholastic Corporation - Common Stock,Q,Q,N,100,N,N,SCHL,N
Y,SCHN,"Schnitzer Steel Industries, Inc. - Class A Common Stock",Q,Q,N,100,N,N,SCHN,N
Y,SCKT,"Socket Mobile, Inc. - Common Stock",Q,S,N,100,N,N,SCKT,N
Y,SCON,Superconductor Technologies Inc. - Common Stock,Q,S,N,100,N,D,SCON,N
Y,SCOR,"comScore, Inc. - Common Stock",Q,Q,N,100,N,N,SCOR,N
Y,SCPH,scPharmaceuticals Inc. - Common Stock,Q,Q,N,100,N,N,SCPH,N
Y,SCPL,SciPlay Corporation - Class A Common Stock,Q,Q,N,100,N,N,SCPL,N
Y,SCSC,"ScanSource, Inc. - Common Stock",Q,Q,N,100,N,N,SCSC,N
Y,SCVL,"Shoe Carnival, Inc. - Common Stock",Q,Q,N,100,N,N,SCVL,N
Y,SCWX,SecureWorks Corp. - Class A Common Stock,Q,Q,N,100,N,N,SCWX,N
Y,SCYX,"SCYNEXIS, Inc. - Common Stock",Q,G,N,100,N,N,SCYX,N
Y,SCZ,iShares MSCI EAFE Small-Cap ETF,Q,G,Y,100,N,N,SCZ,N
Y,SDC,"SmileDirectClub, Inc. - Common Stock",Q,Q,N,100,N,N,SDC,N
Y,SDG,iShares MSCI Global Impact ETF,Q,G,Y,100,N,N,SDG,N
Y,SDGR,"Schrodinger, Inc. - Common Stock",Q,Q,N,100,N,N,SDGR,N
Y,SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,Q,G,Y,100,N,N,SDVY,N
Y,SEAC,"SeaChange International, Inc. - Common Stock",Q,Q,N,100,N,N,SEAC,N
Y,SECO,Secoo Holding Limited - American Depositary Shares,Q,G,N,100,N,N,SECO,N
Y,SEDG,"SolarEdge Technologies, Inc. - Common Stock",Q,Q,N,100,N,N,SEDG,N
Y,SEED,Origin Agritech Limited - Common Stock,Q,S,N,100,N,D,SEED,N
Y,SEEL,"Seelos Therapeutics, Inc. - Common Stock",Q,S,N,100,N,N,SEEL,N
Y,SEIC,SEI Investments Company - Common Stock,Q,Q,N,100,N,N,SEIC,N
Y,SELB,"Selecta Biosciences, Inc. - Common Stock",Q,G,N,100,N,N,SELB,N
Y,SELF,"Global Self Storage, Inc. - Common Stock",Q,S,N,100,N,N,SELF,N
Y,SENEA,Seneca Foods Corp. - Class A Common Stock,Q,Q,N,100,N,N,SENEA,N
Y,SENEB,Seneca Foods Corp. - Class B Common Stock,Q,Q,N,100,N,N,SENEB,N
Y,SES,"Synthesis Energy Systems, Inc. - Common Stock",Q,S,N,100,N,H,SES,N
Y,SESN,"Sesen Bio, Inc. - Common Stock",Q,G,N,100,N,D,SESN,N
Y,SFBC,"Sound Financial Bancorp, Inc. - Common Stock",Q,S,N,100,N,N,SFBC,N
Y,SFBS,"ServisFirst Bancshares, Inc. - Common Stock",Q,Q,N,100,N,N,SFBS,N
Y,SFET,Safe-T Group Ltd. - American Depositary Shares,Q,S,N,100,N,N,SFET,N
Y,SFIX,"Stitch Fix, Inc. - Class A Common Stock",Q,Q,N,100,N,N,SFIX,N
Y,SFM,"Sprouts Farmers Market, Inc. - Common Stock",Q,Q,N,100,N,N,SFM,N
Y,SFNC,Simmons First National Corporation - Common Stock,Q,Q,N,100,N,N,SFNC,N
Y,SFST,"Southern First Bancshares, Inc. - Common Stock",Q,G,N,100,N,N,SFST,N
Y,SG,"Sirius International Insurance Group, Ltd. - Common Share",Q,Q,N,100,N,N,SG,N
Y,SGA,"Saga Communications, Inc. - Class A Common Stock",Q,G,N,100,N,N,SGA,N
Y,SGBX,"SG Blocks, Inc. - Common Stock",Q,S,N,100,N,N,SGBX,N
Y,SGC,"Superior Group of Companies, Inc. - Common Stock",Q,G,N,100,N,N,SGC,N
Y,SGEN,"Seattle Genetics, Inc. - Common Stock",Q,Q,N,100,N,N,SGEN,N
Y,SGH,"SMART Global Holdings, Inc. - Ordinary Shares",Q,Q,N,100,N,N,SGH,N
Y,SGLB,"Sigma Labs, Inc. - Common Stock",Q,S,N,100,N,D,SGLB,N
Y,SGMA,"SigmaTron International, Inc. - Common Stock",Q,S,N,100,N,N,SGMA,N
Y,SGMO,"Sangamo Therapeutics, Inc. - Common Stock",Q,Q,N,100,N,N,SGMO,N
Y,SGMS,Scientific Games Corp - Common Stock,Q,Q,N,100,N,N,SGMS,N
Y,SGOC,"SGOCO Group, Ltd - Ordinary Shares (Cayman Islands)",Q,S,N,100,N,N,SGOC,N
Y,SGRP,"SPAR Group, Inc. - Common Stock",Q,S,N,100,N,D,SGRP,N
Y,SGRY,"Surgery Partners, Inc. - Common Stock",Q,Q,N,100,N,N,SGRY,N
Y,SHBI,Shore Bancshares Inc - Common Stock,Q,Q,N,100,N,N,SHBI,N
Y,SHEN,Shenandoah Telecommunications Co - Common Stock,Q,Q,N,100,N,N,SHEN,N
Y,SHIP,Seanergy Maritime Holdings Corp - Common Stock,Q,S,N,100,N,D,SHIP,N
Y,SHLO,"Shiloh Industries, Inc. - Common Stock",Q,Q,N,100,N,N,SHLO,N
Y,SHOO,"Steven Madden, Ltd. - Common Stock",Q,Q,N,100,N,N,SHOO,N
Y,SHSP,"SharpSpring, Inc. - Common Stock",Q,S,N,100,N,N,SHSP,N
Y,SHV,iShares Short Treasury Bond ETF,Q,G,Y,100,N,N,SHV,N
Y,SHY,iShares 1-3 Year Treasury Bond ETF,Q,G,Y,100,N,N,SHY,N
Y,SIBN,"SI-BONE, Inc. - Common Stock",Q,G,N,100,N,N,SIBN,N
Y,SIC,"Select Interior Concepts, Inc. - Class A Common Stock",Q,S,N,100,N,N,SIC,N
Y,SIEB,Siebert Financial Corp. - Common Stock,Q,S,N,100,N,N,SIEB,N
Y,SIEN,"Sientra, Inc. - Common Stock",Q,Q,N,100,N,N,SIEN,N
Y,SIFY,"Sify Technologies Limited - American Depository Shares, each represented by one Equity Share",Q,S,N,100,N,N,SIFY,N
Y,SIGA,SIGA Technologies Inc. - Common Stock,Q,G,N,100,N,N,SIGA,N
Y,SIGI,"Selective Insurance Group, Inc. - Common Stock",Q,Q,N,100,N,N,SIGI,N
Y,SILC,Silicom Ltd - Ordinary Shares,Q,Q,N,100,N,N,SILC,N
Y,SILK,"Silk Road Medical, Inc. - Common Stock",Q,Q,N,100,N,N,SILK,N
Y,SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",Q,Q,N,100,N,N,SIMO,N
Y,SINA,Sina Corporation - Ordinary Shares,Q,Q,N,100,N,N,SINA,N
Y,SINO,"Sino-Global Shipping America, Ltd. - Common Stock",Q,S,N,100,N,D,SINO,N
Y,SINT,"SiNtx Technologies, Inc. - Common Stock",Q,S,N,100,N,D,SINT,N
Y,SIRI,Sirius XM Holdings Inc. - Common Stock,Q,Q,N,100,N,N,SIRI,N
